customer_id,gender,age_group,loyalty_member
281,Male,36-50,False
282,Female,26-35,False
283,Other,51+,False
284,Female,36-50,True
285,Male,51+,True
286,Other,36-50,False
287,Male,36-50,False
288,Male,26-35,True
289,Female,36-50,True
290,Other,18-25,True
291,Male,18-25,True
292,Male,26-35,False
293,Other,51+,False
294,Male,51+,True
295,Male,51+,True
296,Other,18-25,True
297,Other,51+,True
298,Other,51+,False
299,Other,26-35,True
300,Female,51+,True
301,Other,18-25,True
302,Female,18-25,False
303,Female,18-25,False
304,Female,26-35,False
305,Male,26-35,True
306,Female,36-50,True
307,Female,51+,True
308,Male,26-35,False
309,Male,18-25,False
310,Male,18-25,True
311,Other,26-35,True
312,Male,26-35,False
313,Male,26-35,True
314,Female,36-50,True
315,Male,18-25,True
316,Other,36-50,False
317,Male,36-50,True
318,Other,51+,True
319,Male,18-25,True
320,Male,18-25,True
321,Male,26-35,False
322,Male,26-35,False
323,Other,51+,False
324,Other,36-50,True
325,Female,26-35,False
326,Other,26-35,True
327,Male,18-25,False
328,Female,18-25,True
329,Female,26-35,False
330,Female,18-25,False
331,Male,51+,False
332,Other,26-35,True
333,Male,18-25,True
334,Female,51+,True
335,Male,18-25,False
336,Male,18-25,True
337,Other,18-25,True
338,Other,26-35,True
339,Female,36-50,True
340,Male,18-25,True
341,Male,51+,True
342,Other,26-35,False
343,Male,26-35,False
344,Male,51+,True
345,Male,18-25,False
346,Other,36-50,False
347,Female,18-25,True
348,Female,51+,True
349,Male,26-35,False
350,Female,36-50,True
351,Other,26-35,False
352,Other,51+,False
353,Female,18-25,False
354,Female,36-50,True
355,Male,26-35,False
356,Female,26-35,True
357,Male,26-35,True
358,Male,18-25,True
359,Other,36-50,True
360,Other,18-25,True
361,Other,18-25,False
362,Other,18-25,True
363,Female,51+,True
364,Other,51+,True
365,Female,51+,True
366,Other,36-50,True
367,Female,18-25,False
368,Male,18-25,True
369,Female,51+,True
370,Female,18-25,False
371,Other,18-25,True
372,Female,26-35,False
373,Male,18-25,False
374,Male,26-35,False
375,Other,18-25,False
376,Male,36-50,True
377,Female,51+,True
378,Male,26-35,False
379,Other,51+,False
380,Female,26-35,True
381,Other,26-35,False
382,Female,26-35,False
383,Male,36-50,False
384,Other,18-25,True
385,Other,26-35,False
386,Female,36-50,True
387,Other,26-35,True
388,Female,18-25,True
389,Female,26-35,False
390,Female,36-50,False
391,Female,18-25,True
392,Male,36-50,True
393,Female,18-25,True
394,Other,18-25,False
395,Male,51+,False
396,Other,51+,True
397,Male,51+,True
398,Female,18-25,False
399,Male,26-35,True
400,Male,36-50,False
401,Other,36-50,False
402,Other,36-50,True
403,Female,51+,True
404,Male,18-25,False
405,Male,51+,False
406,Male,26-35,False
407,Female,18-25,False
408,Female,36-50,False
409,Female,51+,True
410,Female,51+,False
411,Female,26-35,False
412,Other,26-35,False
413,Male,51+,True
414,Male,26-35,True
415,Male,36-50,False
416,Male,26-35,False
417,Male,26-35,True
418,Male,51+,True
419,Male,51+,True
420,Male,18-25,True
421,Other,18-25,False
422,Male,51+,True
423,Other,26-35,False
424,Female,26-35,False
425,Male,18-25,True
426,Female,18-25,True
427,Female,18-25,True
428,Female,36-50,True
429,Other,36-50,False
430,Female,18-25,False
431,Female,26-35,False
432,Female,18-25,True
433,Male,36-50,False
434,Male,26-35,True
435,Other,36-50,False
436,Other,26-35,True
437,Male,36-50,False
438,Other,26-35,False
439,Male,26-35,True
440,Female,26-35,False
441,Female,26-35,False
442,Other,51+,True
443,Male,36-50,True
444,Male,36-50,True
445,Other,51+,True
446,Male,26-35,True
447,Female,26-35,False
448,Other,36-50,True
449,Other,51+,False
450,Male,26-35,False
451,Other,26-35,True
452,Male,26-35,False
453,Male,18-25,False
454,Male,51+,True
455,Male,26-35,False
456,Male,18-25,True
457,Other,51+,True
458,Female,26-35,True
459,Female,36-50,False
460,Other,18-25,False
461,Other,18-25,False
462,Female,26-35,False
463,Female,26-35,True
464,Female,18-25,False
465,Female,36-50,True
466,Female,36-50,False
467,Male,51+,False
468,Other,26-35,False
469,Male,36-50,False
470,Female,51+,False
471,Female,36-50,True
472,Female,26-35,False
473,Male,51+,False
474,Male,51+,False
475,Female,51+,False
476,Male,36-50,True
477,Male,26-35,False
478,Female,51+,True
479,Male,18-25,False
480,Other,26-35,True
481,Other,18-25,True
482,Other,18-25,True
483,Other,51+,True
484,Female,51+,True
485,Female,36-50,False
486,Female,36-50,True
487,Other,36-50,False
488,Other,26-35,True
489,Male,36-50,True
490,Male,18-25,False
491,Other,36-50,True
492,Other,51+,True
493,Other,36-50,True
494,Other,26-35,True
495,Male,26-35,False
496,Other,18-25,True
497,Male,26-35,True
498,Other,36-50,False
499,Other,51+,False
500,Other,26-35,True
501,Male,18-25,True
502,Male,36-50,False
503,Female,18-25,True
504,Other,26-35,False
505,Female,26-35,True
506,Female,18-25,False
507,Male,36-50,False
508,Male,26-35,False
509,Female,51+,True
510,Other,26-35,True
511,Male,36-50,True
512,Other,26-35,True
513,Other,18-25,False
514,Female,26-35,False
515,Female,26-35,False
516,Female,36-50,True
517,Female,18-25,True
518,Male,36-50,True
519,Male,26-35,False
520,Female,51+,True
521,Male,26-35,True
522,Female,36-50,False
523,Other,51+,False
524,Other,36-50,True
525,Other,36-50,False
526,Female,18-25,True
527,Other,51+,False
528,Male,26-35,False
529,Other,36-50,False
530,Other,26-35,True
531,Other,18-25,True
532,Male,18-25,True
533,Female,51+,False
534,Male,18-25,False
535,Female,18-25,False
536,Female,26-35,False
537,Other,18-25,True
538,Female,18-25,True
539,Male,36-50,True
540,Male,18-25,False
541,Female,36-50,False
542,Other,18-25,True
543,Other,18-25,False
544,Male,51+,True
545,Other,51+,False
546,Female,36-50,False
547,Female,18-25,True
548,Male,26-35,True
549,Female,51+,False
550,Male,26-35,True
551,Female,51+,True
552,Male,51+,False
553,Other,18-25,False
554,Female,51+,False
555,Female,26-35,True
556,Male,51+,False
557,Male,36-50,False
558,Female,18-25,False
559,Male,18-25,False
560,Female,36-50,False
561,Other,36-50,True
562,Male,36-50,False
563,Female,51+,False
564,Other,18-25,True
565,Other,36-50,False
566,Female,51+,False
567,Male,36-50,True
568,Female,26-35,False
569,Other,26-35,True
570,Female,18-25,False
571,Male,51+,True
572,Other,26-35,True
573,Female,26-35,False
574,Male,51+,True
575,Other,36-50,True
576,Male,51+,False
577,Other,36-50,False
578,Female,26-35,True
579,Male,26-35,False
580,Other,26-35,True
581,Male,18-25,True
582,Male,18-25,False
583,Female,18-25,False
584,Male,51+,True
585,Other,26-35,False
586,Other,26-35,False
587,Other,51+,True
588,Other,18-25,True
589,Female,51+,True
590,Male,18-25,True
591,Female,26-35,True
592,Male,36-50,True
593,Male,18-25,False
594,Male,26-35,True
595,Female,26-35,False
596,Male,36-50,False
597,Female,26-35,True
598,Other,26-35,False
599,Other,18-25,True
600,Male,18-25,False
601,Female,36-50,True
602,Other,36-50,True
603,Female,26-35,True
604,Female,18-25,True
605,Male,36-50,False
606,Other,36-50,False
607,Male,51+,False
608,Male,36-50,False
609,Other,26-35,False
610,Other,18-25,True
611,Female,36-50,True
612,Other,51+,True
613,Female,18-25,True
614,Female,36-50,True
615,Female,51+,False
616,Other,36-50,True
617,Male,18-25,True
618,Female,18-25,False
619,Male,18-25,False
620,Male,26-35,True
621,Other,36-50,True
622,Male,26-35,False
623,Male,18-25,True
624,Other,51+,True
625,Female,36-50,True
626,Male,26-35,False
627,Other,36-50,True
628,Male,51+,True
629,Male,26-35,False
630,Female,18-25,False
631,Male,26-35,False
632,Other,36-50,True
633,Male,36-50,False
634,Female,36-50,True
635,Female,36-50,False
636,Other,18-25,True
637,Female,26-35,False
638,Male,18-25,True
639,Female,18-25,True
640,Other,18-25,False
641,Female,36-50,False
642,Female,36-50,True
643,Female,36-50,False
644,Other,26-35,True
645,Female,51+,False
646,Female,36-50,False
647,Male,26-35,True
648,Other,36-50,False
649,Female,36-50,False
650,Other,18-25,True
651,Female,18-25,True
652,Female,18-25,False
653,Female,26-35,True
654,Male,51+,False
655,Male,51+,False
656,Male,26-35,True
657,Other,36-50,True
658,Other,26-35,True
659,Male,36-50,True
660,Other,26-35,True
661,Female,26-35,True
662,Female,26-35,False
663,Female,51+,False
664,Male,18-25,True
665,Other,26-35,False
666,Male,51+,False
667,Other,18-25,False
668,Female,18-25,False
669,Male,26-35,True
670,Other,36-50,False
671,Other,36-50,False
672,Female,36-50,True
673,Male,26-35,True
674,Male,36-50,True
675,Male,51+,True
676,Female,51+,False
677,Male,51+,True
678,Female,51+,False
679,Female,18-25,False
680,Female,51+,True
681,Other,36-50,True
682,Male,26-35,True
683,Male,36-50,True
684,Female,51+,True
685,Female,18-25,True
686,Male,51+,False
687,Female,26-35,False
688,Male,36-50,False
689,Other,26-35,False
690,Female,26-35,True
691,Male,26-35,True
692,Female,36-50,False
693,Male,51+,False
694,Male,26-35,False
695,Female,36-50,True
696,Other,18-25,True
697,Male,36-50,True
698,Male,18-25,False
699,Male,36-50,False
700,Other,51+,True
701,Other,26-35,True
702,Female,51+,False
703,Other,36-50,False
704,Female,26-35,True
705,Female,18-25,False
706,Other,36-50,True
707,Female,26-35,True
708,Other,18-25,False
709,Female,18-25,False
710,Other,51+,False
711,Other,36-50,True
712,Female,18-25,False
713,Male,26-35,False
714,Female,18-25,True
715,Other,18-25,True
716,Male,51+,False
717,Female,51+,True
718,Female,26-35,True
719,Female,51+,True
720,Male,18-25,False
721,Other,18-25,False
722,Female,51+,True
723,Female,18-25,True
724,Female,18-25,True
725,Female,26-35,False
726,Female,51+,True
727,Other,18-25,True
728,Other,51+,False
729,Female,26-35,True
730,Male,51+,False
731,Other,18-25,False
732,Male,51+,False
733,Other,18-25,True
734,Female,18-25,True
735,Other,18-25,False
736,Female,26-35,True
737,Other,51+,False
738,Female,26-35,True
739,Female,51+,False
740,Female,26-35,False
741,Female,36-50,True
742,Male,18-25,True
743,Female,18-25,True
744,Male,26-35,True
745,Male,36-50,False
746,Female,18-25,False
747,Male,51+,True
748,Other,26-35,True
749,Female,18-25,False
750,Male,18-25,True
751,Female,26-35,True
752,Female,26-35,True
753,Female,51+,True
754,Male,51+,False
755,Other,18-25,False
756,Other,18-25,True
757,Male,26-35,False
758,Female,18-25,True
759,Male,18-25,True
760,Male,26-35,True
761,Male,18-25,False
762,Female,18-25,False
763,Male,36-50,False
764,Female,51+,False
765,Male,26-35,False
766,Other,36-50,True
767,Male,51+,True
768,Male,51+,False
769,Other,51+,False
770,Female,36-50,False
771,Female,36-50,True
772,Male,51+,False
773,Other,18-25,True
774,Female,18-25,True
775,Male,36-50,False
776,Other,36-50,True
777,Female,36-50,True
778,Female,51+,False
779,Other,18-25,True
780,Other,36-50,False
781,Other,36-50,True
782,Other,26-35,False
783,Male,51+,False
784,Other,26-35,True
785,Female,18-25,False
786,Female,26-35,True
787,Male,26-35,True
788,Female,26-35,False
789,Female,51+,True
790,Other,18-25,False
791,Female,26-35,True
792,Male,51+,True
793,Other,18-25,False
794,Other,36-50,True
795,Male,26-35,True
796,Other,18-25,True
797,Other,26-35,True
798,Male,36-50,True
799,Other,18-25,True
800,Male,51+,True
801,Male,18-25,True
802,Female,51+,False
803,Female,18-25,True
804,Other,51+,True
805,Other,36-50,False
806,Male,36-50,False
807,Other,36-50,False
808,Male,18-25,True
809,Male,36-50,False
810,Other,26-35,False
811,Male,36-50,True
812,Female,51+,True
813,Other,51+,False
814,Female,51+,False
815,Other,18-25,True
816,Male,26-35,True
817,Other,36-50,True
818,Female,26-35,True
819,Male,26-35,True
820,Other,51+,False
821,Other,51+,True
822,Other,51+,True
823,Female,18-25,True
824,Female,26-35,True
825,Other,26-35,True
826,Male,18-25,False
827,Male,18-25,True
828,Female,18-25,False
829,Male,26-35,True
830,Female,26-35,False
831,Other,51+,False
832,Female,51+,True
833,Female,26-35,True
834,Other,51+,True
835,Male,18-25,True
836,Female,36-50,True
837,Female,51+,False
838,Other,26-35,True
839,Male,51+,True
840,Female,51+,False
841,Other,51+,True
842,Female,36-50,False
843,Other,18-25,True
844,Male,26-35,False
845,Male,36-50,True
846,Male,26-35,False
847,Male,26-35,False
848,Female,26-35,True
849,Female,36-50,True
850,Male,18-25,True
851,Male,26-35,False
852,Male,18-25,False
853,Female,18-25,False
854,Male,51+,True
855,Male,36-50,True
856,Male,36-50,False
857,Other,51+,True
858,Male,51+,False
859,Other,18-25,True
860,Other,26-35,True
861,Male,36-50,False
862,Other,26-35,True
863,Male,26-35,True
864,Female,51+,True
865,Female,26-35,True
866,Female,18-25,True
867,Female,51+,False
868,Other,26-35,True
869,Male,51+,False
870,Male,18-25,True
871,Male,18-25,True
872,Female,26-35,False
873,Female,51+,False
874,Male,26-35,True
875,Female,26-35,True
876,Male,51+,False
877,Male,26-35,False
878,Male,18-25,False
879,Male,51+,False
880,Male,51+,True
881,Male,51+,True
882,Male,51+,True
883,Female,26-35,True
884,Male,26-35,True
885,Male,18-25,False
886,Female,36-50,False
887,Female,36-50,False
888,Female,18-25,True
889,Male,36-50,False
890,Other,18-25,True
891,Other,26-35,True
892,Female,51+,True
893,Other,51+,False
894,Female,26-35,True
895,Male,51+,True
896,Other,51+,False
897,Male,36-50,True
898,Other,26-35,False
899,Male,36-50,True
900,Other,36-50,False
901,Male,51+,True
902,Male,51+,True
903,Other,26-35,False
904,Male,51+,True
905,Male,51+,False
906,Male,26-35,True
907,Other,51+,False
908,Other,36-50,True
909,Male,26-35,True
910,Male,51+,True
911,Other,18-25,False
912,Other,26-35,False
913,Male,26-35,False
914,Male,18-25,False
915,Male,51+,False
916,Female,51+,True
917,Other,26-35,True
918,Female,26-35,True
919,Other,51+,True
920,Other,51+,True
921,Other,36-50,False
922,Other,26-35,True
923,Other,26-35,False
924,Other,18-25,True
925,Other,36-50,False
926,Female,51+,False
927,Male,36-50,False
928,Male,51+,True
929,Female,51+,True
930,Female,36-50,True
931,Female,26-35,True
932,Female,51+,False
933,Other,36-50,False
934,Male,18-25,False
935,Other,36-50,False
936,Male,18-25,True
937,Male,51+,False
938,Female,36-50,True
939,Other,36-50,False
940,Female,18-25,False
941,Other,36-50,False
942,Male,36-50,True
943,Female,51+,True
944,Female,36-50,False
945,Male,26-35,False
946,Male,18-25,False
947,Male,36-50,True
948,Female,18-25,True
949,Other,18-25,True
950,Female,18-25,False
951,Other,36-50,True
952,Female,36-50,False
953,Female,18-25,True
954,Male,26-35,False
955,Other,18-25,False
956,Female,26-35,True
957,Female,18-25,False
958,Male,51+,False
959,Male,18-25,False
960,Other,18-25,True
961,Female,36-50,False
962,Other,26-35,True
963,Female,51+,True
964,Other,26-35,False
965,Male,51+,True
966,Female,18-25,False
967,Other,36-50,True
968,Male,36-50,False
969,Male,26-35,True
970,Other,36-50,False
971,Female,26-35,False
972,Female,26-35,False
973,Male,51+,False
974,Female,26-35,True
975,Female,51+,True
976,Female,36-50,False
977,Male,26-35,True
978,Other,26-35,False
979,Female,18-25,False
980,Male,26-35,True
981,Male,26-35,True
982,Other,18-25,False
983,Female,18-25,True
984,Female,36-50,False
985,Other,26-35,True
986,Other,36-50,True
987,Male,36-50,True
988,Male,18-25,True
989,Other,51+,True
990,Female,36-50,False
991,Male,51+,True
992,Male,26-35,True
993,Female,18-25,False
994,Male,26-35,False
995,Female,26-35,False
996,Female,18-25,True
997,Female,26-35,True
998,Other,18-25,False
999,Other,51+,False
1000,Other,26-35,False
1001,Female,18-25,False
1002,Female,36-50,True
1003,Other,26-35,True
1004,Male,51+,True
1005,Female,18-25,True
1006,Male,26-35,True
1007,Male,26-35,False
1008,Female,26-35,True
1009,Female,51+,False
1010,Male,18-25,False
1011,Male,36-50,False
1012,Other,36-50,True
1013,Other,36-50,False
1014,Female,18-25,True
1015,Other,36-50,False
1016,Other,51+,True
1017,Other,18-25,False
1018,Other,26-35,True
1019,Male,51+,False
1020,Female,26-35,False
1021,Other,36-50,False
1022,Male,51+,False
1023,Male,18-25,True
1024,Male,51+,True
1025,Other,26-35,True
1026,Other,18-25,False
1027,Female,51+,False
1028,Other,51+,False
1029,Other,51+,False
1030,Male,51+,False
1031,Female,18-25,False
1032,Other,26-35,True
1033,Other,51+,True
1034,Male,18-25,True
1035,Male,26-35,True
1036,Other,51+,True
1037,Female,26-35,True
1038,Female,26-35,True
1039,Male,18-25,True
1040,Male,26-35,False
1041,Other,18-25,False
1042,Male,51+,False
1043,Other,26-35,False
1044,Female,26-35,False
1045,Female,36-50,False
1046,Other,51+,False
1047,Male,51+,True
1048,Female,36-50,True
1049,Male,36-50,False
1050,Female,18-25,True
1051,Other,18-25,True
1052,Other,26-35,True
1053,Other,26-35,True
1054,Female,26-35,True
1055,Male,26-35,False
1056,Male,18-25,True
1057,Male,51+,False
1058,Female,26-35,False
1059,Female,51+,False
1060,Female,26-35,True
1061,Female,36-50,False
1062,Female,26-35,False
1063,Male,26-35,False
1064,Female,26-35,False
1065,Female,18-25,True
1066,Male,36-50,False
1067,Female,26-35,False
1068,Male,26-35,False
1069,Male,51+,False
1070,Other,36-50,True
1071,Other,26-35,False
1072,Other,51+,False
1073,Other,51+,False
1074,Female,18-25,False
1075,Other,51+,False
1076,Male,26-35,False
1077,Female,18-25,True
1078,Other,18-25,False
1079,Male,26-35,True
1080,Female,36-50,True
1081,Female,51+,False
1082,Other,18-25,True
1083,Female,36-50,False
1084,Male,26-35,True
1085,Female,51+,False
1086,Male,51+,True
1087,Female,18-25,True
1088,Other,51+,False
1089,Male,51+,True
1090,Female,51+,True
1091,Female,51+,True
1092,Female,26-35,True
1093,Male,36-50,True
1094,Male,26-35,False
1095,Male,26-35,True
1096,Other,18-25,True
1097,Other,51+,False
1098,Male,26-35,False
1099,Female,51+,False
1100,Other,26-35,True
1101,Male,26-35,True
1102,Female,18-25,True
1103,Other,36-50,True
1104,Female,36-50,False
1105,Female,26-35,False
1106,Female,18-25,True
1107,Female,51+,True
1108,Other,51+,True
1109,Other,26-35,True
1110,Other,36-50,False
1111,Male,18-25,False
1112,Other,36-50,True
1113,Female,51+,False
1114,Other,36-50,True
1115,Female,51+,True
1116,Male,18-25,False
1117,Female,18-25,True
1118,Female,26-35,False
1119,Female,26-35,True
1120,Male,36-50,False
1121,Other,18-25,True
1122,Other,18-25,False
1123,Male,26-35,True
1124,Female,51+,True
1125,Other,36-50,False
1126,Male,36-50,True
1127,Other,26-35,False
1128,Male,18-25,False
1129,Female,26-35,True
1130,Other,26-35,True
1131,Male,26-35,True
1132,Other,26-35,True
1133,Other,51+,False
1134,Other,51+,True
1135,Other,18-25,True
1136,Male,26-35,True
1137,Female,51+,False
1138,Male,18-25,True
1139,Male,26-35,False
1140,Male,36-50,True
1141,Female,51+,False
1142,Other,18-25,True
1143,Other,36-50,True
1144,Other,26-35,False
1145,Female,26-35,True
1146,Other,26-35,True
1147,Female,51+,True
1148,Other,18-25,False
1149,Other,36-50,True
1150,Male,18-25,False
1151,Female,51+,False
1152,Male,18-25,False
1153,Male,51+,True
1154,Male,26-35,False
1155,Female,36-50,False
1156,Female,26-35,True
1157,Other,18-25,False
1158,Male,26-35,False
1159,Other,36-50,True
1160,Male,26-35,True
1161,Female,36-50,False
1162,Female,36-50,True
1163,Female,26-35,True
1164,Male,51+,True
1165,Female,18-25,False
1166,Male,51+,False
1167,Other,51+,True
1168,Male,26-35,False
1169,Other,18-25,True
1170,Male,18-25,True
1171,Other,51+,True
1172,Female,26-35,True
1173,Other,18-25,True
1174,Female,51+,False
1175,Female,18-25,False
1176,Other,26-35,False
1177,Male,26-35,False
1178,Male,26-35,True
1179,Male,18-25,True
1180,Male,36-50,False
1181,Male,18-25,False
1182,Female,36-50,True
1183,Male,26-35,True
1184,Female,51+,True
1185,Female,36-50,False
1186,Female,26-35,True
1187,Other,26-35,True
1188,Other,36-50,False
1189,Female,51+,False
1190,Other,26-35,False
1191,Male,36-50,True
1192,Male,51+,True
1193,Female,51+,False
1194,Male,26-35,True
1195,Female,18-25,True
1196,Female,18-25,True
1197,Male,26-35,False
1198,Other,51+,False
1199,Male,26-35,True
1200,Male,36-50,True
1201,Female,18-25,True
1202,Female,36-50,True
1203,Female,26-35,False
1204,Female,26-35,False
1205,Other,51+,True
1206,Other,51+,True
1207,Other,51+,False
1208,Female,36-50,True
1209,Female,51+,False
1210,Female,26-35,True
1211,Other,51+,False
1212,Female,18-25,True
1213,Male,51+,True
1214,Male,36-50,False
1215,Female,18-25,False
1216,Male,18-25,True
1217,Male,18-25,True
1218,Other,36-50,False
1219,Female,26-35,False
1220,Female,51+,True
1221,Other,18-25,True
1222,Male,18-25,False
1223,Male,18-25,False
1224,Female,26-35,False
1225,Male,26-35,False
1226,Other,36-50,False
1227,Other,26-35,True
1228,Female,51+,True
1229,Other,36-50,False
1230,Other,36-50,True
1231,Female,51+,True
1232,Other,51+,False
1233,Other,51+,True
1234,Other,36-50,True
1235,Male,36-50,True
1236,Female,36-50,False
1237,Female,51+,False
1238,Female,51+,True
1239,Male,18-25,True
1240,Male,26-35,True
1241,Female,18-25,True
1242,Male,51+,True
1243,Female,36-50,True
1244,Male,51+,False
1245,Other,26-35,True
1246,Other,18-25,True
1247,Female,18-25,False
1248,Male,36-50,True
1249,Male,18-25,True
1250,Other,18-25,True
1251,Other,51+,True
1252,Male,18-25,False
1253,Male,18-25,True
1254,Male,18-25,False
1255,Male,36-50,True
1256,Male,36-50,True
1257,Male,51+,False
1258,Female,18-25,True
1259,Male,36-50,False
1260,Other,36-50,False
1261,Female,51+,False
1262,Male,26-35,True
1263,Other,18-25,True
1264,Female,36-50,True
1265,Other,51+,True
1266,Male,51+,False
1267,Male,51+,True
1268,Male,36-50,True
1269,Male,18-25,False
1270,Female,26-35,False
1271,Female,18-25,True
1272,Other,51+,False
