date_id,date,year,month,month_name,quarter,day,weekday,weekday_name,is_weekend
72,2018-03-13,2018,3,March,1,13,2,Tuesday,False
73,2018-03-14,2018,3,March,1,14,3,Wednesday,False
74,2018-03-15,2018,3,March,1,15,4,Thursday,False
75,2018-03-16,2018,3,March,1,16,5,Friday,False
76,2018-03-17,2018,3,March,1,17,6,Saturday,True
77,2018-03-18,2018,3,March,1,18,7,Sunday,True
78,2018-03-19,2018,3,March,1,19,1,Monday,False
79,2018-03-20,2018,3,March,1,20,2,Tuesday,False
80,2018-03-21,2018,3,March,1,21,3,Wednesday,False
81,2018-03-22,2018,3,March,1,22,4,Thursday,False
82,2018-03-23,2018,3,March,1,23,5,Friday,False
83,2018-03-24,2018,3,March,1,24,6,Saturday,True
84,2018-03-25,2018,3,March,1,25,7,Sunday,True
85,2018-03-26,2018,3,March,1,26,1,Monday,False
86,2018-03-27,2018,3,March,1,27,2,Tuesday,False
87,2018-03-28,2018,3,March,1,28,3,Wednesday,False
88,2018-03-29,2018,3,March,1,29,4,Thursday,False
89,2018-03-30,2018,3,March,1,30,5,Friday,False
90,2018-03-31,2018,3,March,1,31,6,Saturday,True
91,2018-04-01,2018,4,April,2,1,7,Sunday,True
92,2018-04-02,2018,4,April,2,2,1,Monday,False
93,2018-04-03,2018,4,April,2,3,2,Tuesday,False
94,2018-04-04,2018,4,April,2,4,3,Wednesday,False
95,2018-04-05,2018,4,April,2,5,4,Thursday,False
96,2018-04-06,2018,4,April,2,6,5,Friday,False
97,2018-04-07,2018,4,April,2,7,6,Saturday,True
98,2018-04-08,2018,4,April,2,8,7,Sunday,True
99,2018-04-09,2018,4,April,2,9,1,Monday,False
100,2018-04-10,2018,4,April,2,10,2,Tuesday,False
101,2018-04-11,2018,4,April,2,11,3,Wednesday,False
102,2018-04-12,2018,4,April,2,12,4,Thursday,False
103,2018-04-13,2018,4,April,2,13,5,Friday,False
104,2018-04-14,2018,4,April,2,14,6,Saturday,True
105,2018-04-15,2018,4,April,2,15,7,Sunday,True
106,2018-04-16,2018,4,April,2,16,1,Monday,False
107,2018-04-17,2018,4,April,2,17,2,Tuesday,False
108,2018-04-18,2018,4,April,2,18,3,Wednesday,False
109,2018-04-19,2018,4,April,2,19,4,Thursday,False
110,2018-04-20,2018,4,April,2,20,5,Friday,False
111,2018-04-21,2018,4,April,2,21,6,Saturday,True
112,2018-04-22,2018,4,April,2,22,7,Sunday,True
113,2018-04-23,2018,4,April,2,23,1,Monday,False
114,2018-04-24,2018,4,April,2,24,2,Tuesday,False
115,2018-04-25,2018,4,April,2,25,3,Wednesday,False
116,2018-04-26,2018,4,April,2,26,4,Thursday,False
117,2018-04-27,2018,4,April,2,27,5,Friday,False
118,2018-04-28,2018,4,April,2,28,6,Saturday,True
119,2018-04-29,2018,4,April,2,29,7,Sunday,True
120,2018-04-30,2018,4,April,2,30,1,Monday,False
121,2018-05-01,2018,5,May,2,1,2,Tuesday,False
122,2018-05-02,2018,5,May,2,2,3,Wednesday,False
123,2018-05-03,2018,5,May,2,3,4,Thursday,False
124,2018-05-04,2018,5,May,2,4,5,Friday,False
125,2018-05-05,2018,5,May,2,5,6,Saturday,True
126,2018-05-06,2018,5,May,2,6,7,Sunday,True
127,2018-05-07,2018,5,May,2,7,1,Monday,False
128,2018-05-08,2018,5,May,2,8,2,Tuesday,False
129,2018-05-09,2018,5,May,2,9,3,Wednesday,False
130,2018-05-10,2018,5,May,2,10,4,Thursday,False
131,2018-05-11,2018,5,May,2,11,5,Friday,False
132,2018-05-12,2018,5,May,2,12,6,Saturday,True
133,2018-05-13,2018,5,May,2,13,7,Sunday,True
134,2018-05-14,2018,5,May,2,14,1,Monday,False
135,2018-05-15,2018,5,May,2,15,2,Tuesday,False
136,2018-05-16,2018,5,May,2,16,3,Wednesday,False
137,2018-05-17,2018,5,May,2,17,4,Thursday,False
138,2018-05-18,2018,5,May,2,18,5,Friday,False
139,2018-05-19,2018,5,May,2,19,6,Saturday,True
140,2018-05-20,2018,5,May,2,20,7,Sunday,True
141,2018-05-21,2018,5,May,2,21,1,Monday,False
142,2018-05-22,2018,5,May,2,22,2,Tuesday,False
143,2018-05-23,2018,5,May,2,23,3,Wednesday,False
144,2018-05-24,2018,5,May,2,24,4,Thursday,False
145,2018-05-25,2018,5,May,2,25,5,Friday,False
146,2018-05-26,2018,5,May,2,26,6,Saturday,True
147,2018-05-27,2018,5,May,2,27,7,Sunday,True
148,2018-05-28,2018,5,May,2,28,1,Monday,False
149,2018-05-29,2018,5,May,2,29,2,Tuesday,False
150,2018-05-30,2018,5,May,2,30,3,Wednesday,False
151,2018-05-31,2018,5,May,2,31,4,Thursday,False
152,2018-06-01,2018,6,June,2,1,5,Friday,False
153,2018-06-02,2018,6,June,2,2,6,Saturday,True
154,2018-06-03,2018,6,June,2,3,7,Sunday,True
155,2018-06-04,2018,6,June,2,4,1,Monday,False
156,2018-06-05,2018,6,June,2,5,2,Tuesday,False
157,2018-06-06,2018,6,June,2,6,3,Wednesday,False
158,2018-06-07,2018,6,June,2,7,4,Thursday,False
159,2018-06-08,2018,6,June,2,8,5,Friday,False
160,2018-06-09,2018,6,June,2,9,6,Saturday,True
161,2018-06-10,2018,6,June,2,10,7,Sunday,True
162,2018-06-11,2018,6,June,2,11,1,Monday,False
163,2018-06-12,2018,6,June,2,12,2,Tuesday,False
164,2018-06-13,2018,6,June,2,13,3,Wednesday,False
165,2018-06-14,2018,6,June,2,14,4,Thursday,False
166,2018-06-15,2018,6,June,2,15,5,Friday,False
167,2018-06-16,2018,6,June,2,16,6,Saturday,True
168,2018-06-17,2018,6,June,2,17,7,Sunday,True
169,2018-06-18,2018,6,June,2,18,1,Monday,False
170,2018-06-19,2018,6,June,2,19,2,Tuesday,False
171,2018-06-20,2018,6,June,2,20,3,Wednesday,False
172,2018-06-21,2018,6,June,2,21,4,Thursday,False
173,2018-06-22,2018,6,June,2,22,5,Friday,False
174,2018-06-23,2018,6,June,2,23,6,Saturday,True
175,2018-06-24,2018,6,June,2,24,7,Sunday,True
176,2018-06-25,2018,6,June,2,25,1,Monday,False
177,2018-06-26,2018,6,June,2,26,2,Tuesday,False
178,2018-06-27,2018,6,June,2,27,3,Wednesday,False
179,2018-06-28,2018,6,June,2,28,4,Thursday,False
180,2018-06-29,2018,6,June,2,29,5,Friday,False
181,2018-06-30,2018,6,June,2,30,6,Saturday,True
182,2018-07-01,2018,7,July,3,1,7,Sunday,True
183,2018-07-02,2018,7,July,3,2,1,Monday,False
184,2018-07-03,2018,7,July,3,3,2,Tuesday,False
185,2018-07-04,2018,7,July,3,4,3,Wednesday,False
186,2018-07-05,2018,7,July,3,5,4,Thursday,False
187,2018-07-06,2018,7,July,3,6,5,Friday,False
188,2018-07-07,2018,7,July,3,7,6,Saturday,True
189,2018-07-08,2018,7,July,3,8,7,Sunday,True
190,2018-07-09,2018,7,July,3,9,1,Monday,False
191,2018-07-10,2018,7,July,3,10,2,Tuesday,False
192,2018-07-11,2018,7,July,3,11,3,Wednesday,False
193,2018-07-12,2018,7,July,3,12,4,Thursday,False
194,2018-07-13,2018,7,July,3,13,5,Friday,False
195,2018-07-14,2018,7,July,3,14,6,Saturday,True
196,2018-07-15,2018,7,July,3,15,7,Sunday,True
197,2018-07-16,2018,7,July,3,16,1,Monday,False
198,2018-07-17,2018,7,July,3,17,2,Tuesday,False
199,2018-07-18,2018,7,July,3,18,3,Wednesday,False
200,2018-07-19,2018,7,July,3,19,4,Thursday,False
201,2018-07-20,2018,7,July,3,20,5,Friday,False
202,2018-07-21,2018,7,July,3,21,6,Saturday,True
203,2018-07-22,2018,7,July,3,22,7,Sunday,True
204,2018-07-23,2018,7,July,3,23,1,Monday,False
205,2018-07-24,2018,7,July,3,24,2,Tuesday,False
206,2018-07-25,2018,7,July,3,25,3,Wednesday,False
207,2018-07-26,2018,7,July,3,26,4,Thursday,False
208,2018-07-27,2018,7,July,3,27,5,Friday,False
209,2018-07-28,2018,7,July,3,28,6,Saturday,True
210,2018-07-29,2018,7,July,3,29,7,Sunday,True
211,2018-07-30,2018,7,July,3,30,1,Monday,False
212,2018-07-31,2018,7,July,3,31,2,Tuesday,False
213,2018-08-01,2018,8,August,3,1,3,Wednesday,False
214,2018-08-02,2018,8,August,3,2,4,Thursday,False
215,2018-08-03,2018,8,August,3,3,5,Friday,False
216,2018-08-04,2018,8,August,3,4,6,Saturday,True
217,2018-08-05,2018,8,August,3,5,7,Sunday,True
218,2018-08-06,2018,8,August,3,6,1,Monday,False
219,2018-08-07,2018,8,August,3,7,2,Tuesday,False
220,2018-08-08,2018,8,August,3,8,3,Wednesday,False
221,2018-08-09,2018,8,August,3,9,4,Thursday,False
222,2018-08-10,2018,8,August,3,10,5,Friday,False
223,2018-08-11,2018,8,August,3,11,6,Saturday,True
224,2018-08-12,2018,8,August,3,12,7,Sunday,True
225,2018-08-13,2018,8,August,3,13,1,Monday,False
226,2018-08-14,2018,8,August,3,14,2,Tuesday,False
227,2018-08-15,2018,8,August,3,15,3,Wednesday,False
228,2018-08-16,2018,8,August,3,16,4,Thursday,False
229,2018-08-17,2018,8,August,3,17,5,Friday,False
230,2018-08-18,2018,8,August,3,18,6,Saturday,True
231,2018-08-19,2018,8,August,3,19,7,Sunday,True
232,2018-08-20,2018,8,August,3,20,1,Monday,False
233,2018-08-21,2018,8,August,3,21,2,Tuesday,False
234,2018-08-22,2018,8,August,3,22,3,Wednesday,False
235,2018-08-23,2018,8,August,3,23,4,Thursday,False
236,2018-08-24,2018,8,August,3,24,5,Friday,False
237,2018-08-25,2018,8,August,3,25,6,Saturday,True
238,2018-08-26,2018,8,August,3,26,7,Sunday,True
239,2018-08-27,2018,8,August,3,27,1,Monday,False
240,2018-08-28,2018,8,August,3,28,2,Tuesday,False
241,2018-08-29,2018,8,August,3,29,3,Wednesday,False
242,2018-08-30,2018,8,August,3,30,4,Thursday,False
243,2018-08-31,2018,8,August,3,31,5,Friday,False
244,2018-09-01,2018,9,September,3,1,6,Saturday,True
245,2018-09-02,2018,9,September,3,2,7,Sunday,True
246,2018-09-03,2018,9,September,3,3,1,Monday,False
247,2018-09-04,2018,9,September,3,4,2,Tuesday,False
248,2018-09-05,2018,9,September,3,5,3,Wednesday,False
249,2018-09-06,2018,9,September,3,6,4,Thursday,False
250,2018-09-07,2018,9,September,3,7,5,Friday,False
251,2018-09-08,2018,9,September,3,8,6,Saturday,True
252,2018-09-09,2018,9,September,3,9,7,Sunday,True
253,2018-09-10,2018,9,September,3,10,1,Monday,False
254,2018-09-11,2018,9,September,3,11,2,Tuesday,False
255,2018-09-12,2018,9,September,3,12,3,Wednesday,False
256,2018-09-13,2018,9,September,3,13,4,Thursday,False
257,2018-09-14,2018,9,September,3,14,5,Friday,False
258,2018-09-15,2018,9,September,3,15,6,Saturday,True
259,2018-09-16,2018,9,September,3,16,7,Sunday,True
260,2018-09-17,2018,9,September,3,17,1,Monday,False
261,2018-09-18,2018,9,September,3,18,2,Tuesday,False
262,2018-09-19,2018,9,September,3,19,3,Wednesday,False
263,2018-09-20,2018,9,September,3,20,4,Thursday,False
264,2018-09-21,2018,9,September,3,21,5,Friday,False
265,2018-09-22,2018,9,September,3,22,6,Saturday,True
266,2018-09-23,2018,9,September,3,23,7,Sunday,True
267,2018-09-24,2018,9,September,3,24,1,Monday,False
268,2018-09-25,2018,9,September,3,25,2,Tuesday,False
269,2018-09-26,2018,9,September,3,26,3,Wednesday,False
270,2018-09-27,2018,9,September,3,27,4,Thursday,False
271,2018-09-28,2018,9,September,3,28,5,Friday,False
272,2018-09-29,2018,9,September,3,29,6,Saturday,True
273,2018-09-30,2018,9,September,3,30,7,Sunday,True
274,2018-10-01,2018,10,October,4,1,1,Monday,False
275,2018-10-02,2018,10,October,4,2,2,Tuesday,False
276,2018-10-03,2018,10,October,4,3,3,Wednesday,False
277,2018-10-04,2018,10,October,4,4,4,Thursday,False
278,2018-10-05,2018,10,October,4,5,5,Friday,False
279,2018-10-06,2018,10,October,4,6,6,Saturday,True
280,2018-10-07,2018,10,October,4,7,7,Sunday,True
281,2018-10-08,2018,10,October,4,8,1,Monday,False
282,2018-10-09,2018,10,October,4,9,2,Tuesday,False
283,2018-10-10,2018,10,October,4,10,3,Wednesday,False
284,2018-10-11,2018,10,October,4,11,4,Thursday,False
285,2018-10-12,2018,10,October,4,12,5,Friday,False
286,2018-10-13,2018,10,October,4,13,6,Saturday,True
287,2018-10-14,2018,10,October,4,14,7,Sunday,True
288,2018-10-15,2018,10,October,4,15,1,Monday,False
289,2018-10-16,2018,10,October,4,16,2,Tuesday,False
290,2018-10-17,2018,10,October,4,17,3,Wednesday,False
291,2018-10-18,2018,10,October,4,18,4,Thursday,False
292,2018-10-19,2018,10,October,4,19,5,Friday,False
293,2018-10-20,2018,10,October,4,20,6,Saturday,True
294,2018-10-21,2018,10,October,4,21,7,Sunday,True
295,2018-10-22,2018,10,October,4,22,1,Monday,False
296,2018-10-23,2018,10,October,4,23,2,Tuesday,False
297,2018-10-24,2018,10,October,4,24,3,Wednesday,False
298,2018-10-25,2018,10,October,4,25,4,Thursday,False
299,2018-10-26,2018,10,October,4,26,5,Friday,False
300,2018-10-27,2018,10,October,4,27,6,Saturday,True
301,2018-10-28,2018,10,October,4,28,7,Sunday,True
302,2018-10-29,2018,10,October,4,29,1,Monday,False
303,2018-10-30,2018,10,October,4,30,2,Tuesday,False
304,2018-10-31,2018,10,October,4,31,3,Wednesday,False
305,2018-11-01,2018,11,November,4,1,4,Thursday,False
306,2018-11-02,2018,11,November,4,2,5,Friday,False
307,2018-11-03,2018,11,November,4,3,6,Saturday,True
308,2018-11-04,2018,11,November,4,4,7,Sunday,True
309,2018-11-05,2018,11,November,4,5,1,Monday,False
310,2018-11-06,2018,11,November,4,6,2,Tuesday,False
311,2018-11-07,2018,11,November,4,7,3,Wednesday,False
312,2018-11-08,2018,11,November,4,8,4,Thursday,False
313,2018-11-09,2018,11,November,4,9,5,Friday,False
314,2018-11-10,2018,11,November,4,10,6,Saturday,True
315,2018-11-11,2018,11,November,4,11,7,Sunday,True
316,2018-11-12,2018,11,November,4,12,1,Monday,False
317,2018-11-13,2018,11,November,4,13,2,Tuesday,False
318,2018-11-14,2018,11,November,4,14,3,Wednesday,False
319,2018-11-15,2018,11,November,4,15,4,Thursday,False
320,2018-11-16,2018,11,November,4,16,5,Friday,False
321,2018-11-17,2018,11,November,4,17,6,Saturday,True
322,2018-11-18,2018,11,November,4,18,7,Sunday,True
323,2018-11-19,2018,11,November,4,19,1,Monday,False
324,2018-11-20,2018,11,November,4,20,2,Tuesday,False
325,2018-11-21,2018,11,November,4,21,3,Wednesday,False
326,2018-11-22,2018,11,November,4,22,4,Thursday,False
327,2018-11-23,2018,11,November,4,23,5,Friday,False
328,2018-11-24,2018,11,November,4,24,6,Saturday,True
329,2018-11-25,2018,11,November,4,25,7,Sunday,True
330,2018-11-26,2018,11,November,4,26,1,Monday,False
331,2018-11-27,2018,11,November,4,27,2,Tuesday,False
332,2018-11-28,2018,11,November,4,28,3,Wednesday,False
333,2018-11-29,2018,11,November,4,29,4,Thursday,False
334,2018-11-30,2018,11,November,4,30,5,Friday,False
335,2018-12-01,2018,12,December,4,1,6,Saturday,True
336,2018-12-02,2018,12,December,4,2,7,Sunday,True
337,2018-12-03,2018,12,December,4,3,1,Monday,False
338,2018-12-04,2018,12,December,4,4,2,Tuesday,False
339,2018-12-05,2018,12,December,4,5,3,Wednesday,False
340,2018-12-06,2018,12,December,4,6,4,Thursday,False
341,2018-12-07,2018,12,December,4,7,5,Friday,False
342,2018-12-08,2018,12,December,4,8,6,Saturday,True
343,2018-12-09,2018,12,December,4,9,7,Sunday,True
344,2018-12-10,2018,12,December,4,10,1,Monday,False
345,2018-12-11,2018,12,December,4,11,2,Tuesday,False
346,2018-12-12,2018,12,December,4,12,3,Wednesday,False
347,2018-12-13,2018,12,December,4,13,4,Thursday,False
348,2018-12-14,2018,12,December,4,14,5,Friday,False
349,2018-12-15,2018,12,December,4,15,6,Saturday,True
350,2018-12-16,2018,12,December,4,16,7,Sunday,True
351,2018-12-17,2018,12,December,4,17,1,Monday,False
352,2018-12-18,2018,12,December,4,18,2,Tuesday,False
353,2018-12-19,2018,12,December,4,19,3,Wednesday,False
354,2018-12-20,2018,12,December,4,20,4,Thursday,False
355,2018-12-21,2018,12,December,4,21,5,Friday,False
356,2018-12-22,2018,12,December,4,22,6,Saturday,True
357,2018-12-23,2018,12,December,4,23,7,Sunday,True
358,2018-12-24,2018,12,December,4,24,1,Monday,False
359,2018-12-25,2018,12,December,4,25,2,Tuesday,False
360,2018-12-26,2018,12,December,4,26,3,Wednesday,False
361,2018-12-27,2018,12,December,4,27,4,Thursday,False
362,2018-12-28,2018,12,December,4,28,5,Friday,False
363,2018-12-29,2018,12,December,4,29,6,Saturday,True
364,2018-12-30,2018,12,December,4,30,7,Sunday,True
365,2018-12-31,2018,12,December,4,31,1,Monday,False
366,2019-01-01,2019,1,January,1,1,2,Tuesday,False
367,2019-01-02,2019,1,January,1,2,3,Wednesday,False
368,2019-01-03,2019,1,January,1,3,4,Thursday,False
369,2019-01-04,2019,1,January,1,4,5,Friday,False
370,2019-01-05,2019,1,January,1,5,6,Saturday,True
371,2019-01-06,2019,1,January,1,6,7,Sunday,True
372,2019-01-07,2019,1,January,1,7,1,Monday,False
373,2019-01-08,2019,1,January,1,8,2,Tuesday,False
374,2019-01-09,2019,1,January,1,9,3,Wednesday,False
375,2019-01-10,2019,1,January,1,10,4,Thursday,False
376,2019-01-11,2019,1,January,1,11,5,Friday,False
377,2019-01-12,2019,1,January,1,12,6,Saturday,True
378,2019-01-13,2019,1,January,1,13,7,Sunday,True
379,2019-01-14,2019,1,January,1,14,1,Monday,False
380,2019-01-15,2019,1,January,1,15,2,Tuesday,False
381,2019-01-16,2019,1,January,1,16,3,Wednesday,False
382,2019-01-17,2019,1,January,1,17,4,Thursday,False
383,2019-01-18,2019,1,January,1,18,5,Friday,False
384,2019-01-19,2019,1,January,1,19,6,Saturday,True
385,2019-01-20,2019,1,January,1,20,7,Sunday,True
386,2019-01-21,2019,1,January,1,21,1,Monday,False
387,2019-01-22,2019,1,January,1,22,2,Tuesday,False
388,2019-01-23,2019,1,January,1,23,3,Wednesday,False
389,2019-01-24,2019,1,January,1,24,4,Thursday,False
390,2019-01-25,2019,1,January,1,25,5,Friday,False
391,2019-01-26,2019,1,January,1,26,6,Saturday,True
392,2019-01-27,2019,1,January,1,27,7,Sunday,True
393,2019-01-28,2019,1,January,1,28,1,Monday,False
394,2019-01-29,2019,1,January,1,29,2,Tuesday,False
395,2019-01-30,2019,1,January,1,30,3,Wednesday,False
396,2019-01-31,2019,1,January,1,31,4,Thursday,False
397,2019-02-01,2019,2,February,1,1,5,Friday,False
398,2019-02-02,2019,2,February,1,2,6,Saturday,True
399,2019-02-03,2019,2,February,1,3,7,Sunday,True
400,2019-02-04,2019,2,February,1,4,1,Monday,False
401,2019-02-05,2019,2,February,1,5,2,Tuesday,False
402,2019-02-06,2019,2,February,1,6,3,Wednesday,False
403,2019-02-07,2019,2,February,1,7,4,Thursday,False
404,2019-02-08,2019,2,February,1,8,5,Friday,False
405,2019-02-09,2019,2,February,1,9,6,Saturday,True
406,2019-02-10,2019,2,February,1,10,7,Sunday,True
407,2019-02-11,2019,2,February,1,11,1,Monday,False
408,2019-02-12,2019,2,February,1,12,2,Tuesday,False
409,2019-02-13,2019,2,February,1,13,3,Wednesday,False
410,2019-02-14,2019,2,February,1,14,4,Thursday,False
411,2019-02-15,2019,2,February,1,15,5,Friday,False
412,2019-02-16,2019,2,February,1,16,6,Saturday,True
413,2019-02-17,2019,2,February,1,17,7,Sunday,True
414,2019-02-18,2019,2,February,1,18,1,Monday,False
415,2019-02-19,2019,2,February,1,19,2,Tuesday,False
416,2019-02-20,2019,2,February,1,20,3,Wednesday,False
417,2019-02-21,2019,2,February,1,21,4,Thursday,False
418,2019-02-22,2019,2,February,1,22,5,Friday,False
419,2019-02-23,2019,2,February,1,23,6,Saturday,True
420,2019-02-24,2019,2,February,1,24,7,Sunday,True
421,2019-02-25,2019,2,February,1,25,1,Monday,False
422,2019-02-26,2019,2,February,1,26,2,Tuesday,False
423,2019-02-27,2019,2,February,1,27,3,Wednesday,False
424,2019-02-28,2019,2,February,1,28,4,Thursday,False
425,2019-03-01,2019,3,March,1,1,5,Friday,False
426,2019-03-02,2019,3,March,1,2,6,Saturday,True
427,2019-03-03,2019,3,March,1,3,7,Sunday,True
428,2019-03-04,2019,3,March,1,4,1,Monday,False
429,2019-03-05,2019,3,March,1,5,2,Tuesday,False
430,2019-03-06,2019,3,March,1,6,3,Wednesday,False
431,2019-03-07,2019,3,March,1,7,4,Thursday,False
432,2019-03-08,2019,3,March,1,8,5,Friday,False
433,2019-03-09,2019,3,March,1,9,6,Saturday,True
434,2019-03-10,2019,3,March,1,10,7,Sunday,True
435,2019-03-11,2019,3,March,1,11,1,Monday,False
436,2019-03-12,2019,3,March,1,12,2,Tuesday,False
437,2019-03-13,2019,3,March,1,13,3,Wednesday,False
438,2019-03-14,2019,3,March,1,14,4,Thursday,False
439,2019-03-15,2019,3,March,1,15,5,Friday,False
440,2019-03-16,2019,3,March,1,16,6,Saturday,True
441,2019-03-17,2019,3,March,1,17,7,Sunday,True
442,2019-03-18,2019,3,March,1,18,1,Monday,False
443,2019-03-19,2019,3,March,1,19,2,Tuesday,False
444,2019-03-20,2019,3,March,1,20,3,Wednesday,False
445,2019-03-21,2019,3,March,1,21,4,Thursday,False
446,2019-03-22,2019,3,March,1,22,5,Friday,False
447,2019-03-23,2019,3,March,1,23,6,Saturday,True
448,2019-03-24,2019,3,March,1,24,7,Sunday,True
449,2019-03-25,2019,3,March,1,25,1,Monday,False
450,2019-03-26,2019,3,March,1,26,2,Tuesday,False
451,2019-03-27,2019,3,March,1,27,3,Wednesday,False
452,2019-03-28,2019,3,March,1,28,4,Thursday,False
453,2019-03-29,2019,3,March,1,29,5,Friday,False
454,2019-03-30,2019,3,March,1,30,6,Saturday,True
455,2019-03-31,2019,3,March,1,31,7,Sunday,True
456,2019-04-01,2019,4,April,2,1,1,Monday,False
457,2019-04-02,2019,4,April,2,2,2,Tuesday,False
458,2019-04-03,2019,4,April,2,3,3,Wednesday,False
459,2019-04-04,2019,4,April,2,4,4,Thursday,False
460,2019-04-05,2019,4,April,2,5,5,Friday,False
461,2019-04-06,2019,4,April,2,6,6,Saturday,True
462,2019-04-07,2019,4,April,2,7,7,Sunday,True
463,2019-04-08,2019,4,April,2,8,1,Monday,False
464,2019-04-09,2019,4,April,2,9,2,Tuesday,False
465,2019-04-10,2019,4,April,2,10,3,Wednesday,False
466,2019-04-11,2019,4,April,2,11,4,Thursday,False
467,2019-04-12,2019,4,April,2,12,5,Friday,False
468,2019-04-13,2019,4,April,2,13,6,Saturday,True
469,2019-04-14,2019,4,April,2,14,7,Sunday,True
470,2019-04-15,2019,4,April,2,15,1,Monday,False
471,2019-04-16,2019,4,April,2,16,2,Tuesday,False
472,2019-04-17,2019,4,April,2,17,3,Wednesday,False
473,2019-04-18,2019,4,April,2,18,4,Thursday,False
474,2019-04-19,2019,4,April,2,19,5,Friday,False
475,2019-04-20,2019,4,April,2,20,6,Saturday,True
476,2019-04-21,2019,4,April,2,21,7,Sunday,True
477,2019-04-22,2019,4,April,2,22,1,Monday,False
478,2019-04-23,2019,4,April,2,23,2,Tuesday,False
479,2019-04-24,2019,4,April,2,24,3,Wednesday,False
480,2019-04-25,2019,4,April,2,25,4,Thursday,False
